clusterTime,clusterPE,clusterMaxPE,clusterChargeBalance,clusterHits,hitPE,hitDetID,label
14889.417,45.107,4.046,0.243,24,"1.3904799363514546,1.309151785714286,0.9878108638743456,1.6623072687224671,4.046093146251932,3.444646867755024,2.1119986007462686,1.499226390586797,3.037797813315927,1.5628999325204767,1.2443810851130657,0.4303646783759124,1.038942042951542,3.396711333878887,1.2165494202488687,0.7802598886072574,1.5905934507701915,2.450284090909091,2.04699402700831,1.0002995004078303,2.056223050132676,2.4538249638728327,1.6992419462589077,2.6501001035772034","335,340,341,347,360,360,364,388,399,404,405,407,409,410,414,415,418,424,426,430,442,447,459,460",0
710.909,34.151,10.840,0.756,11,"10.839628648127752,2.433649439918534,2.3696060336048883,2.305562627291242,2.305562627291242,2.3856168851832993,2.3696060336048883,2.305562627291242,2.289551775712831,2.305562627291242,2.241519220977597","347,382,382,382,382,382,382,382,382,382,382",0
4248.800,18.626,13.125,0.895,5,"13.125301142621145,1.991305582323789,1.2640461522577096,0.9647060623368144,1.280391445928196","347,347,347,399,400",0
8551.714,10.337,2.419,0.523,7,"0.6160714285714286,2.2625285823170733,0.8673619472416813,0.8755958686440677,2.1907578377423267,2.4193586555937,1.1054992675781248","340,383,400,449,451,451,463",0
850.941,28.473,5.825,0.309,17,"1.34765625,1.674107142857143,1.1601519479625553,1.7891298491379317,2.498394691780822,0.7269036279965753,2.0705868634767337,1.1643975549163181,1.3431414886934674,5.8246566392348775,1.0401373741610738,0.8907255901287553,0.595054273549201,2.8760956554878057,1.3301942406631098,1.4560234255907012,0.685248940677966","332,344,347,376,377,378,396,397,405,406,411,413,421,429,443,443,449",1
6777.667,10.228,2.415,0.478,6,"1.1312642911585369,2.41510080420748,1.2803914459281964,1.7776872644472363,1.7606099446614585,1.8629709879557295","383,392,400,405,463,463",0
6140.400,8.182,2.930,0.473,5,"2.9296875000000004,1.512045626040799,1.553091653963415,0.6878662109375001,1.4996628974261923","344,350,379,391,457",0
6662.000,12.750,3.969,0.415,8,"1.0143649193548387,1.3476562500000002,1.2876820189790574,2.0378600360036003,3.969012004573172,0.97520272943038,0.26004393288804073,1.8586327440893171","339,340,341,380,383,398,412,417",0
1021.579,145.028,41.371,0.375,19,"2.934624108878807,3.6658107412901995,4.781632570876287,5.440039062500001,5.519255129293129,1.5215473790322582,7.1040736607142865,5.309483393324607,8.965382295496324,19.75446428571429,4.657923492566081,7.4317795073914725,-0.05665822072072076,1.2948902312106207,-4.205599058416603,-2.710140013753056,1.1389434585761866,41.37078823324023,31.109931607295216","334,335,336,337,338,339,340,341,343,344,347,351,357,380,387,388,389,420,450",0
9394.333,35.474,27.225,0.756,6,"0.8487345066041347,27.22516741071428,1.824833105550883,2.9146604276050088,1.7749192392949826,0.8859498262584525","335,344,421,451,454,462",0
878.587,6476.075,484.465,0.088,167,"44.57174862132353,2.1007582720588234,0.11891084558823531,39.44929596362606,49.89475407972815,1.3182472123851454,83.25308573614691,0.9320131282216494,-0.8307073534149485,44.982519531250006,0.7546875,63.443178414536746,47.379294774865585,0.44378465221774194,49.17020089285716,51.82479139397906,119.68872070312497,-1.1271757238051472,155.31529017857144,0.9207589285714286,45.57492428414097,50.11831579930279,1.0335610682270915,0.37584038844621515,48.13017960293504,0.9032999843880097,66.26817166448353,6.0725229229041915,0.5119278045471558,19.920317576048436,16.249472643542614,11.542614709214503,13.229694538288284,10.436590786637934,3.422388537176724,12.612146203632149,5.712733621382639,13.402807232377404,12.857981670462507,15.173042579045557,9.028671512470996,13.33848296618852,12.204752380748113,9.78727729072398,161.35326965788664,18.63992002588756,17.890770755597007,19.280584927262925,43.355596383276,46.27494352409639,32.64260264121337,0.7104798640167365,1.6380507975941423,37.10411334859913,1.728136786099138,24.68241652397259,43.91709419145977,66.8404630335366,40.88456697232225,0.25473250450045004,65.19572629766947,95.76090329047861,64.52041253810977,0.6710889862804879,40.68582099780702,5.437911184210527,138.57396243438325,66.40341115552327,11.184763353924415,49.94148881869716,4.332492133455035,61.5836071210269,2.1719561812347195,1.2685761766503667,1.1532510696821514,0.3651961720660148,73.16729873542883,88.37715732393512,24.645263671874996,1.0612792968750002,97.06605145258237,89.21170966569767,123.31315861191861,0.8226971293604652,-0.15235132025193784,53.44204431596619,46.15338118689638,46.73378661087864,53.97448575949369,0.5572587025316456,29.37222074902088,45.90822877900612,65.80692414314515,32.41179850439078,47.11305842549476,81.70981332604242,32.156387405778894,26.168990491548033,2.8871496886120993,25.197851918909677,21.427604667949954,20.945071585903072,30.242310569251227,20.64446570889261,33.545667342557266,15.466235246781117,21.85520361990949,22.552027748132335,18.63425925925925,68.48029088222417,80.92389642745627,77.19469572368425,60.606887220670394,67.45931947802777,10.782808584714724,7.088716024262898,45.02397017045455,74.74393799970755,36.3232557132964,63.6280473456325,57.033935546874964,23.85105040015243,102.1844412724307,116.41994432471262,132.73131690635813,1.3872931985294117,167.65499688882764,41.651905578758935,484.46521775265944,21.132274595131882,1.9211158722847166,125.56144312808387,66.55290318442088,73.33947569880652,21.903245534021988,0.4112446100265353,1.0370516252843063,1.1264526274639877,23.512081983612788,28.707097085674157,33.63298184609827,45.835540254237266,54.995758785729514,-0.4829484854948806,16.681845603135663,47.92997147617124,2.6098593371365117,43.63897838731749,61.70938916774614,77.11718074178202,3.5702398491565748,14.376961653930131,4.057681154475983,4.181265352074236,2.9701264725813177,7.572839019495413,87.31965751561314,100.23193359374999,2.805811645900321,3.8092896377672214,1.6432229809976246,36.47224099383589,1.0676662287793046,1.7540230901374292,37.42759146341463,37.03270273760328,50.89391072591144","332,332,332,334,335,335,336,336,336,337,337,338,339,339,340,341,343,343,344,344,347,348,348,348,350,350,351,351,351,354,355,356,357,358,358,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,375,375,376,376,377,378,379,380,380,381,382,383,383,384,384,385,386,386,387,387,388,388,388,388,388,389,390,391,391,392,393,394,394,394,395,396,397,398,398,399,400,401,402,403,404,405,406,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,432,433,433,434,435,436,437,437,439,440,441,442,442,442,442,443,446,447,449,450,450,450,451,451,452,453,454,454,455,455,455,456,456,457,458,458,459,459,460,460,460,461,462,463",1
778.200,36.130,4.460,0.268,20,"1.209898126435681,1.6666015625000001,0.9983635558107028,1.5534360965568863,1.7836626838235299,1.765754423945783,3.5968268407534247,1.4188738567073171,1.5389549126059323,0.9087019069220431,1.061279296875,0.8250369960537541,1.7907064065024232,1.359952383667883,1.1189481637773724,4.460183573510363,2.3030537353330813,2.5708506813020446,1.6301476803155523,2.5692544961495125","335,337,338,351,368,374,377,379,381,401,428,450,451,452,452,453,457,457,462,462",1
1257.333,361.392,26.997,0.290,42,"7.84811580882353,5.07841796875,1.4739990234375002,10.797991071428573,4.086505368942732,0.7767180482784432,4.676134832974138,0.6691930218185728,10.62086967572774,14.840653582317074,1.7388191869703389,2.158534163135593,11.432236493644066,6.217760676883167,8.333160016335915,10.593386979670862,6.141424779162634,7.671073330106485,22.575942300200353,1.5540648653161175,14.564786216085274,3.381688634776536,16.008123472416205,13.065615179818433,0.13757324218750003,9.813059242538928,16.02876106194691,5.934785541735197,26.997455797697377,6.8539720084799,5.005023934248555,4.6863167659531495,4.05987274275519,4.89632893598616,12.604309590272525,12.645110593348072,20.75921454230306,4.644755765172829,11.545535759143892,11.962615868669616,11.962615868669612,4.54996483118971","332,337,343,344,347,351,372,373,378,379,381,381,381,387,390,390,390,390,392,392,394,420,420,420,428,433,434,439,439,441,447,451,454,454,457,458,458,458,458,458,458,458",0
814.727,11.983,1.766,0.420,11,"0.5162868733581436,0.3717265488178634,0.5162868733581435,0.7661171394863917,1.1917885342526693,1.7121469083629899,1.766201473017621,1.3245295436817472,1.5452844676287052,1.1061165201005023,1.1669158935546875","362,362,362,396,406,406,409,425,425,441,463",1
836.952,143.586,49.649,0.381,21,"13.33783318014706,6.190222729666235,5.796676098296325,3.0189120892396906,5.392871093750001,6.70598916733227,2.3457188760080645,8.136051957325272,1.2128906250000002,3.869698660714285,5.097809636780105,3.364186006433826,10.358537946428571,3.203404632433921,4.86713303037849,-0.23500055604982206,-6.900415062560154,-3.9272009223568287,49.64933768331004,0.9115520276521384,21.18936480108789","332,334,335,336,337,338,339,339,340,340,341,343,344,347,348,406,408,409,420,439,450",1
5604.400,11.727,3.052,0.564,5,"1.4924086698584513,2.9864263268156424,3.0523033781424584,1.9636791027123632,2.231684167000802","350,420,420,421,438",0
4493.407,11.424,2.169,0.472,27,"1.816866410340314,-0.5231584821428569,0.3049653151939656,0.34503247364457823,1.765754423945783,-0.5169092465753428,-0.09586985518292694,0.4985232469512195,2.080315453420342,-0.2160065180058285,1.6145015300043326,-0.18586327440893166,-0.7316199532390512,-1.3619240255052933,-0.7009621434563759,0.36283052884615374,-0.43637313393608074,0.5843819137168142,1.4400840016592924,1.806432845744681,1.3860941551426098,-0.2567770493090452,2.169037979014599,-0.08607293567518248,-0.673245228698097,0.8748033568319454,0.15947096872652142","341,344,372,374,374,377,379,379,380,389,395,400,407,408,411,414,421,434,434,436,440,441,452,452,454,457,462",0
618.364,12.374,1.729,0.316,11,"0.5917128696236559,0.9818638392857144,1.3723439183728454,1.4383262493949667,1.3393373842592593,1.1485706676136365,0.28414439006024095,1.4410179781626498,1.7294921874999998,0.9144032714054928,1.1328551446506552","339,340,372,390,416,424,427,427,428,451,455",1
2202.897,85.952,17.578,0.280,29,"1.0203683035714286,1.3053214986910995,0.5830783384840601,3.6827843468468466,0.6312802955559369,6.778152736686389,2.5864330690298503,1.2380576995481924,1.5920781531278128,0.9426342717140661,0.4904814774696707,3.701789952531646,1.8999356939579686,17.578234072505566,10.107421875,0.5668253755364807,3.6244330309498394,3.008656442901236,0.6148524790502792,1.1199098725558656,2.565141157670454,2.5352783203125013,1.3850300774877655,7.054556980906917,0.8403694204890069,3.2328607794943807,1.235841975982533,1.856725492051476,2.1734633943007275","340,341,355,357,367,370,371,374,380,387,395,398,400,404,411,413,415,416,420,420,424,428,430,435,442,446,455,457,460",0
765.250,41.971,11.116,0.357,16,"0.8559320317563188,2.2489882007087627,1.34765625,1.084321120689655,2.5899724442829455,1.614923994670543,1.59406480177643,7.391995102611941,1.7367285564853558,11.115748907930106,0.7412893808207217,3.4873560855263164,0.966196752793296,1.646926283170391,1.217761671686747,2.331290409482759","334,336,340,358,394,394,395,396,397,401,403,419,420,420,427,432",1
7192.857,15.383,4.941,0.527,7,"1.8552734375000002,2.7145647321428568,1.0695273467524982,0.3570149014915405,1.6349382582322358,2.810754189944134,4.9407788495111715","337,340,387,392,395,420,420",0
826.857,12.496,2.934,0.393,7,"2.3470677655284837,1.6546666974852073,1.0086836494399187,2.9336175685975627,1.4224145453276251,0.9568681011336514,2.1727288787688446","367,370,382,383,404,435,441",1
1065.556,162.392,23.079,0.274,18,"7.37247242647059,12.105324449125082,8.451228704058193,20.200371496456196,3.4118164062500003,6.875522601337861,1.1834257392473118,4.184255292338709,4.37025669642857,6.3502126963350785,7.855547736672789,19.50334821428572,5.852706841960354,4.998677166334664,5.083972679640723,0.6461365582191781,23.078926981494398,20.86739914409129","332,334,335,336,337,338,339,339,340,341,343,344,347,348,351,378,420,450",0
1500.000,10.928,2.574,0.511,6,"2.071707589285715,2.573939732142857,1.2057669654462744,2.431124380506608,1.8306313222543353,0.8152020322548231","344,344,395,409,447,458",1
554.667,8.022,1.625,0.442,6,"1.6251148897058822,1.3153675495875883,1.4188738567073174,1.5830901731927711,1.0191868787813307,1.0599543539325842","332,364,383,427,440,440",1
323.517,3224.099,536.240,0.185,145,"23.702895220588232,0.8918313419117647,29.483801593891766,19.268079118013013,31.52635711984536,2.4718609052835054,12.6095703125,34.24575366912938,15.34226940524194,20.234095982142858,13.529480939136128,44.01187672334558,56.082589285714285,14.527872900605727,20.332965014940243,9.936299828268108,22.454212668413174,-0.15887414623877244,19.920317576048426,2.3476575207384522,10.687606212235647,6.0907587274774775,7.996868265086208,2.1870773763523963,8.746043508842446,3.7172654881786342,4.925036680974071,0.6114978429397337,8.39241549243912,8.335561376160092,6.683049436475409,7.462056826956076,4.832658724547514,59.5186837593516,13.616112703402363,3.7495627332089554,14.028404498922418,17.500411449376607,14.085443335843374,8.486287264644352,12.259605670797411,42.77424015410959,7.269036279965757,10.296422446646346,7.196193252137713,4.6768240201271185,1.4390227754237286,7.07679639765784,5.330363948170732,8.45240542763158,7.262959317585305,5.974348201308142,2.7916476508455035,3.536636613691933,11.54653023522065,6.963325493102612,13.659057617187493,13.629568886353518,7.553143168604651,9.689543968023257,10.565788493825824,15.094578234745388,14.545101660564852,3.164433346518987,12.623281453981715,4.563975960485989,7.523206485215056,29.046356167672883,4.694832745197906,22.214251849869694,251.1082021435302,82.80412449955514,2.685720640569395,1.8464329403914592,21.001796304744527,1.2265393333713501,1.1189481637773724,1.1189481637773724,20.179174311236757,21.672331015969156,67.3552417911211,12.685153628355707,37.26629592080151,55.48815551233904,4.797771928648069,1.3360883851931329,1.1741382778969958,37.03005691459274,0.682975113122172,536.2399008637943,1.9884042322572042,8.210720486111112,32.98040547011819,13.844054108555365,12.806674890350878,41.76605054120112,2.8985902583798877,0.768565598812849,11.484547479499561,4.9962824041193175,7.358497464898598,3.2229267659279786,1.3936980609418284,1.8074521727839334,14.024555252259034,67.19470214843754,10.353944359756087,282.75773762489797,10.174546515804591,4.835124824286333,3.777611656526548,4.9156753430787585,3.171293218085107,3.7935089760638303,1.3173365981380918,3.704392282586349,3.913677614520311,4.239817415730337,1.6306990060501296,1.7530014315038895,7.347774026381912,5.274659128601214,7.082385551638718,1.8549201193820226,25.609363710260098,2.557999948644207,1.9960151114420706,48.15777277542371,1.4276019597457625,55.55919868547355,15.112263025277302,14.154200638630861,13.151944571167885,40.95629756314765,43.250905601211066,4.799186340065503,3.8159240773561303,6.6680322795037545,12.675722109197572,10.42700273814308,6.012702271377673,11.305822744037993,116.55856993140246,79.98355031461307,44.62941487630207","332,332,334,335,336,336,337,338,339,340,341,343,344,347,348,350,351,351,354,355,356,357,358,360,361,362,363,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,406,406,407,407,407,407,408,409,410,411,412,413,413,413,413,414,414,415,415,416,417,418,419,420,420,420,421,424,425,426,426,426,427,428,429,430,432,433,434,435,436,436,437,439,440,440,440,440,441,442,443,446,447,448,448,449,449,450,450,451,452,453,454,455,456,456,457,458,459,460,461,462,463",1
730.000,5.869,1.426,0.446,5,"1.1782173709408827,0.9336172816265064,0.9240385685663405,1.4256294527202076,1.407694569096021","350,374,392,453,454",1
5498.800,8.393,2.344,0.450,5,"1.8232996323529411,1.105782511049193,1.9220851161369197,2.3441298211970607,1.1979734292077333","332,387,388,440,442",0
499.478,99.331,18.116,0.638,23,"2.27354092413442,2.4176385883401226,2.433649439918534,2.561736252545825,2.6097688072810596,2.721844768329939,2.753866471486762,2.8499315809572305,2.8499315809572305,2.913974987270876,2.9139749872708762,2.9459966904276986,2.9139749872708762,3.3782896830448075,3.8746260819755602,3.922658636710795,4.002712894602852,4.034734597759674,17.578234072505587,2.390001766645729,3.338101641017588,3.5356224481783918,18.116189114874295","382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,404,405,405,405,420",1
6466.400,25.524,20.897,0.874,5,"0.707772307073955,20.897201344936704,1.2737341772151898,0.8607293567518249,1.7843146073190796","361,398,398,407,439",0
772.333,8.511,2.074,0.408,6,"1.1281285350678734,2.073764143318965,1.3996998856707314,1.3926650986205225,1.4280596059661612,1.0884915865384615","368,376,379,390,392,414",1
1183.125,135.033,26.263,0.354,16,"5.409946236559141,26.262555803571427,8.182198660714285,6.205244384135857,0.5276967243975903,0.46680864081325296,0.5276967243975903,5.483755716463417,4.740302507267445,1.323313496829362,3.043728208263947,17.892746827693678,15.393270993365924,20.136152749243077,8.971949800531908,10.465903100670415","339,344,344,373,374,374,374,379,386,387,389,392,420,433,436,454",1
30.667,103.826,16.616,0.295,15,"4.597886029411767,5.10502318940376,2.9581286243556697,3.31748046875,1.838536416330645,5.367681031586025,4.736049107142859,2.5753640379581144,13.682179170496319,16.615513392857142,5.090816010462555,3.7702955870108266,9.779586335142216,15.678738215782117,8.713195592470138","332,334,336,337,339,339,340,341,343,344,347,350,351,420,450",0
6156.000,4.701,1.713,0.599,5,"0.5976032239819006,0.9442377356843575,1.7128033344972067,0.6816180455202312,0.7646684353668941","414,420,420,447,450",0
6675.000,9.624,2.496,0.480,8,"0.9512867647058821,0.725103285933897,0.5800826287471177,0.8903523512949957,1.6626257183908046,1.7168417744252873,0.6021442819148937,2.495558928210825","332,387,387,396,432,432,436,451",0
846.545,14.978,2.742,0.333,11,"0.7630112591911764,1.123046875,2.7423237645348846,1.4079990671641793,0.82605899737303,0.7902303029597915,0.968320526345803,2.349614830656425,1.181926742000771,0.859832763671875,1.96533203125","343,384,394,396,400,404,407,420,422,463,463",1
897.667,15.792,5.261,0.449,6,"2.176078358790523,2.4946070429104488,2.3749196174474614,2.5282340041939446,0.9568681011336516,5.26135762532552","369,371,400,410,435,463",1
1976.000,14.365,3.734,0.370,8,"0.8865010328904731,0.8819739856020942,1.9557450457317078,0.9606510947046845,3.7339020663562286,1.075911695939781,2.271662242775832,2.598893015008226","334,341,379,382,403,407,417,439",1
1653.000,9.388,2.391,0.469,6,"1.2380576995481927,1.7454583960843375,1.0401577267101711,2.391119013473853,1.3079854815486347,1.665585673365891","374,374,380,415,450,462",1
1193.333,75.637,13.020,0.329,12,"4.712570354502689,3.515625,3.0417864628116953,5.5205195783132535,7.969760237068964,1.3730401862157535,2.6451215352097606,11.581078506097558,4.018500130935754,13.01972987288135,11.343937216645081,6.895663251513843","339,344,373,374,376,378,378,379,420,449,453,454",1
498.889,112.794,44.300,0.569,9,"0.017341164981617647,18.60460953411405,3.8746260819755602,3.3622788314663956,2.9139749872708762,3.2979230182926833,44.30028161337212,30.77374175565328,5.6490950847989945","343,382,382,382,382,383,393,405,405",1
423.000,76.202,54.674,0.742,10,"0.2972771139705882,0.24241981002202645,2.3343142429300867,2.2046301183228594,0.2988016119909502,-1.2990402564972847,54.6737931287329,7.620027261712439,8.362979919729401,1.4668552478796448","332,347,364,364,414,437,450,451,451,451",0
7706.000,12.399,5.232,0.496,5,"2.2926750850615685,1.7706825329472848,5.231584821428572,0.9818478091174023,2.1223602423254837","334,338,344,350,421",0
1137.918,479.065,24.383,0.141,49,"0.8406475311892417,2.7970636037751135,3.4118164062500003,17.413264448924732,4.561941964285714,1.3596806365820178,6.658409381734916,19.362410579819276,14.63833512931034,16.239565496575334,15.628428001926364,14.05452076981707,14.510146318855927,1.7125727936351707,1.9189068651574805,5.14823333013067,5.977684711185821,2.454619522793505,3.0364665265004835,2.1460740863988383,4.4219970703125,15.225635504786291,10.90835453003877,10.708845591421136,5.362819976404744,7.984482090404701,2.374919617447461,10.841025075604843,8.90547818331504,14.603605983096083,16.590558351391422,17.75040979908566,11.573814358480181,17.36293336513994,18.098840497737555,9.8665121398079,5.348732007990365,3.507058662280703,9.173804593373493,10.066334794207314,16.892334829152247,9.714594414893618,6.76875867341694,13.223390083092477,24.383441472457626,8.590078980383213,14.622884957901558,13.750523761894462,6.571578979492187","334,334,337,339,344,367,372,374,376,377,378,379,381,385,385,387,388,389,390,390,391,392,394,395,396,399,400,401,402,406,407,408,409,412,414,415,417,419,427,429,433,436,439,447,449,452,453,454,463",1
15112.333,7.131,1.883,0.421,6,"1.883370535714286,0.9593485169491527,0.7286108993902439,1.1246455182384345,1.6351049525897225,0.8001028624798061","344,381,383,406,430,451",0
877.000,44.225,20.311,0.618,8,"0.9720997143817204,20.311316939702646,0.9004164372246697,1.9808070866141734,3.696137567124105,11.06808959763732,3.2194615180735053,2.0764574288166395","339,347,347,385,435,451,451,451",1
8203.600,40.077,26.001,0.740,5,"0.6930803571428571,1.5004780478106285,9.681205289909638,26.001342773437507,2.2011718750000004","340,351,374,391,391",0
913.444,91.707,28.028,0.616,18,"7.075195312499998,13.000811481670056,2.809707743857037,2.8448290906552494,2.897511110852569,2.915071784251675,2.915071784251675,2.915071784251675,2.932632457650782,2.915071784251675,2.932632457650782,2.932632457650782,2.8975111108525686,2.897511110852569,2.9501931310498883,2.9501931310498883,2.8975111108525686,28.02820253611808","359,382,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,405",1
5789.143,12.134,3.014,0.390,7,"1.2997563273761983,0.7761371073298429,2.0507812500000004,3.013635951113262,2.177523501489203,1.4632399064781025,1.3525548389539581","338,341,344,390,404,407,451",0
867.673,6210.715,534.144,0.095,165,"55.67009420955884,31.73062317725209,59.19471729039051,-0.595919972722052,67.73304103576032,0.6483569587628865,10.942968749999999,27.181860585563097,21.534121933803757,23.680245535714285,13.247249263743454,45.919404871323536,-0.43352912454044124,94.64983258928571,14.735661309196034,0.48483962004405284,12.459108876992028,5.144882519775187,2.140428223875937,15.534360965568862,14.251671539493865,21.633743493428824,12.3060217753741,5.9613092428247745,27.960831925675674,45.27040678879312,20.888671875,25.06026160403786,18.680133390273316,3.469447788966725,12.692711983181498,10.615571914277297,2.60828288138051,10.742587730532785,13.451126297614957,9.345172864819004,14.262135189370323,17.722875832100588,20.018073694029855,1.0253906250000002,38.40868719692887,24.861534689380914,13.557746611445781,1.6236822289156627,19.400047398012536,9.25061456088362,0.9352269665948276,2.094095164331897,31.273009417808222,20.575411025791947,15.128263147865853,21.397530378037807,15.50946769067796,60.16878023167004,61.241663490853654,1.7640053353658538,1.0929163490853657,75.12592516447368,7.3096559758771935,1.162452028508772,0.551672149122807,79.87191908628608,1.2173710219816274,76.00154433139537,5.89599609375,1.1361055595930234,99.24851226220217,0.7794860323789393,110.80820694529345,2.210397883557457,0.34597532090464544,0.038441702322738365,44.06532967318901,1.3156760642173186,85.63748827746856,239.14160156250006,1.454345703125,64.05267350289404,69.82739825581402,534.1437288032946,69.93448399588385,0.9400894984835355,130.115678500878,0.5176467158691835,80.85655563546025,2.6445639382845187,0.1578844142259414,-0.1578844142259414,90.29581190664557,1.0150069224683542,-0.23882515822784808,184.58726848074414,62.863089700087556,0.28912064908056045,215.76387138776883,4.480111727150537,82.86754553718445,39.041240723224675,2.7455162252619325,1.5100339238940628,0.5216480827997672,120.87011500604984,108.55743561557789,14.38539118104982,24.616859603102185,27.147685575072185,33.84873175936123,14.358825184124386,14.720205012583886,27.82470081902035,15.729404171137336,15.43096896210407,1.1098345588235294,2.027582367081448,16.914020811099252,62.1336082175926,91.81645755801233,91.21366146700663,155.96559758771932,91.56910134427376,137.17984519554247,0.8330759829688814,54.04132734194295,0.9819083702775636,7.0887160242629,51.68568004261363,91.06140612812017,10.387405860457067,110.10595114834341,22.974731445312493,13.620367282774389,24.930541394779755,134.8353313577586,45.14823306390573,1.1424767517301038,61.86099972345131,68.59430936754181,55.156416223404264,34.65327106768814,71.1204528808594,68.04091602744164,65.43864341237435,64.99452858462848,43.033581245236256,3.5331811797752803,19.416376896676283,23.03197828389829,95.88539722429609,24.83160129586177,0.5634398997440273,49.01582536096525,26.562107949361316,24.11350388601037,11.81239355806661,15.18025893831878,2.084989444328607,2.47838367910759,31.314389548637376,17.763821028436496,1.6245499925771973,11.725263048201294,7.727110327743904,1.6681354801829271,15.380088983846724,35.9082539876302","332,334,335,335,336,336,337,338,339,340,341,343,343,344,347,347,348,350,350,351,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,371,372,373,374,374,375,376,376,376,377,378,379,380,381,382,383,383,383,384,384,384,384,385,385,386,386,386,387,387,388,388,388,388,389,389,390,391,391,392,393,394,395,395,396,396,397,397,397,397,398,398,398,399,400,400,401,401,402,403,403,403,403,404,405,406,407,408,409,410,411,412,413,414,414,414,415,416,417,418,419,420,421,421,422,422,423,424,425,426,427,428,429,430,432,433,433,434,435,436,437,439,440,441,442,443,446,447,449,450,450,450,451,452,453,454,455,456,456,457,458,459,460,461,461,462,463",1
3146.400,17.372,6.899,0.499,5,"1.7766601562499997,2.783203125,4.554029288270925,1.3592565844872757,6.8991343180338545","337,344,347,351,463",0
16.778,45.653,24.510,0.638,18,"0.2515625,0.6969707842452076,0.13852560572687225,0.37310216746461283,1.4962648697129912,1.4231714709051724,1.528209145140105,0.8005425789205703,1.1035833243067588,0.4904814774696707,0.9835023271276596,1.5368926978277735,0.6982100637335525,4.507519197952219,24.509635638865195,1.8031661028576838,2.881644393086816,0.4299163818359375","337,338,347,350,356,358,362,382,395,395,436,437,439,450,450,457,458,463",1
3083.818,46.772,15.867,0.510,11,"14.471067865210843,1.7445687071917813,1.3999625428082192,15.866753914205685,2.434865281036689,2.7165852309087035,1.0061426781143343,2.7996014509767093,3.2602953606311047,0.7441978540570999,0.3275553385416667","374,377,377,382,450,450,450,462,462,462,463",0
756.000,16.056,2.226,0.336,11,"0.7531020220588235,1.4464373363874343,1.8790491615853664,2.2263695458287587,1.7121469083629894,1.4847581403968981,2.035051384228188,1.2597399709938706,2.023844543563923,0.4949020127118644,0.7402272468065695","332,341,379,402,406,407,411,417,417,449,452",1
691.200,7.449,1.860,0.585,5,"1.6796229694383262,0.7099437293502204,1.859669018817205,1.5899315308988764,1.6103152684745032","347,347,401,440,440",1
7215.600,5.130,1.995,0.514,5,"0.8450927734375001,1.9950832730409618,1.4016321463178296,0.5594740818886862,0.32869664634146345","391,392,394,407,429",0
